seqid	source	type	start	end	score	strand	phase	ID	Name	collected-by	culture-collection	gbkey	strain	type-material	gene_biotype	locus_tag	old_locus_tag	Parent	Ontology_term	go_function	go_process	product	protein_id	gene	go_component	anticodon	bound_moiety	regulatory_class	gene_synonym	partial	transl_except	rpt_family	rpt_unit_range	rpt_unit_seq
NZ_CP065640.1	Protein Homology	CDS	773700	776213	.	+	0	cds-WP_054306864.1	WP_054306864.1			CDS				I6G83_RS03570		gene-I6G83_RS03570	GO:0009297,GO:0015473,GO:0016020	fimbrial usher porin activity|0015473||IEA	pilus assembly|0009297||IEA	fimbria/pilus outer membrane usher protein	WP_054306864.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	776298	776990	.	+	.	gene-I6G83_RS03575	I6G83_RS03575			Gene			protein_coding	I6G83_RS03575	I6G83_03575																	
NZ_CP065640.1	Protein Homology	CDS	776298	776990	.	+	0	cds-WP_269151479.1	WP_269151479.1			CDS				I6G83_RS03575		gene-I6G83_RS03575	GO:0071555,GO:0030288		cell wall organization|0071555||IEA	fimbria/pilus periplasmic chaperone	WP_269151479.1		outer membrane-bounded periplasmic space|0030288||IEA									
NZ_CP065640.1	RefSeq	gene	777039	777578	.	+	.	gene-I6G83_RS03580	I6G83_RS03580			Gene			protein_coding	I6G83_RS03580	I6G83_03580																	
NZ_CP065640.1	Protein Homology	CDS	777039	777578	.	+	0	cds-WP_054306865.1	WP_054306865.1			CDS				I6G83_RS03580		gene-I6G83_RS03580	GO:0007155,GO:0009289		cell adhesion|0007155||IEA	fimbrial protein	WP_054306865.1		pilus|0009289||IEA									
NZ_CP065640.1	RefSeq	gene	777599	778180	.	+	.	gene-I6G83_RS03585	I6G83_RS03585			Gene			protein_coding	I6G83_RS03585	I6G83_03585																	
NZ_CP065640.1	Protein Homology	CDS	777599	778180	.	+	0	cds-WP_054306866.1	WP_054306866.1			CDS				I6G83_RS03585		gene-I6G83_RS03585	GO:0007155,GO:0009289		cell adhesion|0007155||IEA	fimbrial protein	WP_054306866.1		pilus|0009289||IEA									
NZ_CP065640.1	RefSeq	gene	778235	779191	.	+	.	gene-I6G83_RS03590	I6G83_RS03590			Gene			protein_coding	I6G83_RS03590	I6G83_03590																	
NZ_CP065640.1	GeneMarkS-2+	CDS	778235	779191	.	+	0	cds-WP_054306867.1	WP_054306867.1			CDS				I6G83_RS03590		gene-I6G83_RS03590				hypothetical protein	WP_054306867.1											
NZ_CP065640.1	RefSeq	gene	779316	779948	.	+	.	gene-I6G83_RS03595	I6G83_RS03595			Gene			protein_coding	I6G83_RS03595	I6G83_03595																	
NZ_CP065640.1	Protein Homology	CDS	779316	779948	.	+	0	cds-WP_054306868.1	WP_054306868.1			CDS				I6G83_RS03595		gene-I6G83_RS03595	GO:0006355		regulation of DNA-templated transcription|0006355||IEA	LuxR C-terminal-related transcriptional regulator	WP_054306868.1											
NZ_CP065640.1	RefSeq	gene	780097	780483	.	-	.	gene-I6G83_RS03600	I6G83_RS03600			Gene			protein_coding	I6G83_RS03600	I6G83_03600																	
NZ_CP065640.1	GeneMarkS-2+	CDS	780097	780483	.	-	0	cds-WP_128143865.1	WP_128143865.1			CDS				I6G83_RS03600		gene-I6G83_RS03600				hypothetical protein	WP_128143865.1											
NZ_CP065640.1	RefSeq	gene	780591	781844	.	-	.	gene-I6G83_RS03605	I6G83_RS03605			Gene			protein_coding	I6G83_RS03605	I6G83_03605																	
NZ_CP065640.1	Protein Homology	CDS	780591	781844	.	-	0	cds-WP_269151480.1	WP_269151480.1			CDS				I6G83_RS03605		gene-I6G83_RS03605	GO:0055085,GO:0022857	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	CynX/NimT family MFS transporter	WP_269151480.1											
NZ_CP065640.1	RefSeq	gene	782002	782781	.	+	.	gene-I6G83_RS03610	I6G83_RS03610			Gene			protein_coding	I6G83_RS03610	I6G83_03610																	
NZ_CP065640.1	Protein Homology	CDS	782002	782781	.	+	0	cds-WP_054306870.1	WP_054306870.1			CDS				I6G83_RS03610		gene-I6G83_RS03610	GO:0006355,GO:0003677,GO:0003700	DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA	helix-turn-helix transcriptional regulator	WP_054306870.1											
NZ_CP065640.1	RefSeq	gene	782778	783224	.	-	.	gene-I6G83_RS03615	I6G83_RS03615			Gene			protein_coding	I6G83_RS03615	I6G83_03615																	
NZ_CP065640.1	GeneMarkS-2+	CDS	782778	783224	.	-	0	cds-WP_054306871.1	WP_054306871.1			CDS				I6G83_RS03615		gene-I6G83_RS03615				hypothetical protein	WP_054306871.1											
NZ_CP065640.1	RefSeq	gene	783217	783837	.	-	.	gene-I6G83_RS03620	I6G83_RS03620			Gene			protein_coding	I6G83_RS03620	I6G83_03620																	
NZ_CP065640.1	Protein Homology	CDS	783217	783837	.	-	0	cds-WP_054306872.1	WP_054306872.1			CDS				I6G83_RS03620		gene-I6G83_RS03620	GO:0006355,GO:0003677,GO:0003700	DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA	TetR/AcrR family transcriptional regulator	WP_054306872.1											
NZ_CP065640.1	RefSeq	gene	783953	784543	.	+	.	gene-I6G83_RS03625	I6G83_RS03625			Gene			protein_coding	I6G83_RS03625	I6G83_03625																	
NZ_CP065640.1	Protein Homology	CDS	783953	784543	.	+	0	cds-WP_054306873.1	WP_054306873.1			CDS				I6G83_RS03625		gene-I6G83_RS03625	GO:0008753,GO:0009055,GO:0010181	NADPH dehydrogenase (quinone) activity|0008753||IEA,electron transfer activity|0009055||IEA,FMN binding|0010181||IEA		NAD(P)H-dependent oxidoreductase	WP_054306873.1											
NZ_CP065640.1	RefSeq	gene	784586	784891	.	-	.	gene-I6G83_RS03630	cbpM			Gene			protein_coding	I6G83_RS03630	I6G83_03630							cbpM										
NZ_CP065640.1	Protein Homology	CDS	784586	784891	.	-	0	cds-WP_054306874.1	WP_054306874.1			CDS				I6G83_RS03630		gene-I6G83_RS03630				chaperone modulator CbpM	WP_054306874.1	cbpM										
NZ_CP065640.1	RefSeq	gene	784893	785816	.	-	.	gene-I6G83_RS03635	cbpA			Gene			protein_coding	I6G83_RS03635	I6G83_03635							cbpA										
NZ_CP065640.1	Protein Homology	CDS	784893	785816	.	-	0	cds-WP_054306875.1	WP_054306875.1			CDS				I6G83_RS03635		gene-I6G83_RS03635	GO:0006457,GO:0051082	unfolded protein binding|0051082||IEA	protein folding|0006457||IEA	curved DNA-binding protein	WP_054306875.1	cbpA										
NZ_CP065640.1	RefSeq	gene	785874	786443	.	-	.	gene-I6G83_RS03640	I6G83_RS03640			Gene			protein_coding	I6G83_RS03640	I6G83_03640																	
NZ_CP065640.1	Protein Homology	CDS	785874	786443	.	-	0	cds-WP_054306876.1	WP_054306876.1			CDS				I6G83_RS03640		gene-I6G83_RS03640				HdeD family acid-resistance protein	WP_054306876.1											
NZ_CP065640.1	RefSeq	gene	787016	788371	.	+	.	gene-I6G83_RS03645	I6G83_RS03645			Gene			protein_coding	I6G83_RS03645	I6G83_03645																	
NZ_CP065640.1	Protein Homology	CDS	787016	788371	.	+	0	cds-WP_054306877.1	WP_054306877.1			CDS				I6G83_RS03645		gene-I6G83_RS03645	GO:0006810,GO:0015288,GO:0009279	porin activity|0015288||IEA	transport|0006810||IEA	TolC family outer membrane protein	WP_054306877.1		cell outer membrane|0009279||IEA									
NZ_CP065640.1	RefSeq	gene	788391	789644	.	+	.	gene-I6G83_RS03650	I6G83_RS03650			Gene			protein_coding	I6G83_RS03650	I6G83_03650																	
NZ_CP065640.1	Protein Homology	CDS	788391	789644	.	+	0	cds-WP_054306878.1	WP_054306878.1			CDS				I6G83_RS03650		gene-I6G83_RS03650				HlyD family efflux transporter periplasmic adaptor subunit	WP_054306878.1											
NZ_CP065640.1	RefSeq	gene	789681	791816	.	+	.	gene-I6G83_RS03655	I6G83_RS03655			Gene			protein_coding	I6G83_RS03655	I6G83_03655																	
NZ_CP065640.1	Protein Homology	CDS	789681	791816	.	+	0	cds-WP_054306879.1	WP_054306879.1			CDS				I6G83_RS03655		gene-I6G83_RS03655	GO:0005524,GO:0008233,GO:0016887,GO:0042626,GO:0140359,GO:0055052	ATP binding|0005524||IEA,peptidase activity|0008233||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA		peptidase domain-containing ABC transporter	WP_054306879.1		ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA									
NZ_CP065640.1	RefSeq	gene	791998	794145	.	+	.	gene-I6G83_RS03660	I6G83_RS03660			Gene			protein_coding	I6G83_RS03660	I6G83_03660																	
NZ_CP065640.1	Protein Homology	CDS	791998	794145	.	+	0	cds-WP_054306880.1	WP_054306880.1			CDS				I6G83_RS03660		gene-I6G83_RS03660	GO:0004629	phospholipase C activity|0004629||IEA		phospholipase C%2C phosphocholine-specific	WP_054306880.1											
NZ_CP065640.1	RefSeq	gene	794188	794736	.	-	.	gene-I6G83_RS03665	I6G83_RS03665			Gene			protein_coding	I6G83_RS03665	I6G83_03665																	
NZ_CP065640.1	Protein Homology	CDS	794188	794736	.	-	0	cds-WP_071889272.1	WP_071889272.1			CDS				I6G83_RS03665		gene-I6G83_RS03665	GO:0044384			Ail/Lom family outer membrane beta-barrel protein	WP_071889272.1		host outer membrane|0044384||IEA									
NZ_CP065640.1	RefSeq	gene	795364	796299	.	+	.	gene-I6G83_RS03670	I6G83_RS03670			Gene			protein_coding	I6G83_RS03670	I6G83_03670																	
NZ_CP065640.1	Protein Homology	CDS	795364	796299	.	+	0	cds-WP_062779327.1	WP_062779327.1			CDS				I6G83_RS03670		gene-I6G83_RS03670	GO:0016301	kinase activity|0016301||IEA		aminoimidazole riboside kinase	WP_062779327.1											
NZ_CP065640.1	RefSeq	gene	796484	797929	.	+	.	gene-I6G83_RS03675	I6G83_RS03675			Gene			protein_coding	I6G83_RS03675	I6G83_03675																	
NZ_CP065640.1	Protein Homology	CDS	796484	797929	.	+	0	cds-WP_054304739.1	WP_054304739.1			CDS				I6G83_RS03675		gene-I6G83_RS03675				carbohydrate porin	WP_054304739.1											
NZ_CP065640.1	RefSeq	gene	797982	799352	.	+	.	gene-I6G83_RS03680	I6G83_RS03680			Gene			protein_coding	I6G83_RS03680	I6G83_03680																	
NZ_CP065640.1	Protein Homology	CDS	797982	799352	.	+	0	cds-WP_054304740.1	WP_054304740.1			CDS				I6G83_RS03680		gene-I6G83_RS03680	GO:0009401,GO:0008982,GO:0016020	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	sucrose-specific PTS transporter subunit IIBC	WP_054304740.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	799352	800761	.	+	.	gene-I6G83_RS03685	I6G83_RS03685			Gene			protein_coding	I6G83_RS03685	I6G83_03685																	
NZ_CP065640.1	Protein Homology	CDS	799352	800761	.	+	0	cds-WP_054304741.1	WP_054304741.1			CDS				I6G83_RS03685		gene-I6G83_RS03685	GO:0005975,GO:0004564	beta-fructofuranosidase activity|0004564||IEA	carbohydrate metabolic process|0005975||IEA	sucrose-6-phosphate hydrolase	WP_054304741.1											
NZ_CP065640.1	RefSeq	gene	800783	801826	.	+	.	gene-I6G83_RS03690	I6G83_RS03690			Gene			protein_coding	I6G83_RS03690	I6G83_03690																	
NZ_CP065640.1	Protein Homology	CDS	800783	801826	.	+	0	cds-WP_054304742.1	WP_054304742.1			CDS				I6G83_RS03690		gene-I6G83_RS03690	GO:0006355,GO:0003677	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA	LacI family DNA-binding transcriptional regulator	WP_054304742.1											
NZ_CP065640.1	RefSeq	gene	801843	802661	.	+	.	gene-I6G83_RS03695	I6G83_RS03695			Gene			protein_coding	I6G83_RS03695	I6G83_03695																	
NZ_CP065640.1	Protein Homology	CDS	801843	802661	.	+	0	cds-WP_054304743.1	WP_054304743.1			CDS				I6G83_RS03695		gene-I6G83_RS03695	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity|0004764||IEA		shikimate 5-dehydrogenase	WP_054304743.1											
NZ_CP065640.1	RefSeq	gene	802719	803141	.	-	.	gene-I6G83_RS03700	exbD			Gene			protein_coding	I6G83_RS03700	I6G83_03700							exbD										
NZ_CP065640.1	Protein Homology	CDS	802719	803141	.	-	0	cds-WP_054304744.1	WP_054304744.1			CDS				I6G83_RS03700		gene-I6G83_RS03700	GO:0055085,GO:0022857	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	TonB system transport protein ExbD	WP_054304744.1	exbD										
NZ_CP065640.1	RefSeq	gene	803145	804122	.	-	.	gene-I6G83_RS03705	exbB			Gene			protein_coding	I6G83_RS03705	I6G83_03705							exbB										
NZ_CP065640.1	Protein Homology	CDS	803145	804122	.	-	0	cds-WP_072186049.1	WP_072186049.1			CDS				I6G83_RS03705		gene-I6G83_RS03705	GO:0055085,GO:0022857	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	tol-pal system-associated acyl-CoA thioesterase	WP_072186049.1	exbB										
NZ_CP065640.1	RefSeq	gene	804567	805544	.	+	.	gene-I6G83_RS03710	I6G83_RS03710			Gene			protein_coding	I6G83_RS03710	I6G83_03710																	
NZ_CP065640.1	Protein Homology	CDS	804567	805544	.	+	0	cds-WP_054304745.1	WP_054304745.1			CDS				I6G83_RS03710		gene-I6G83_RS03710				TRAP transporter substrate-binding protein	WP_054304745.1											
NZ_CP065640.1	RefSeq	gene	805578	806084	.	+	.	gene-I6G83_RS03715	I6G83_RS03715			Gene			protein_coding	I6G83_RS03715	I6G83_03715																	
NZ_CP065640.1	Protein Homology	CDS	805578	806084	.	+	0	cds-WP_054304746.1	WP_054304746.1			CDS				I6G83_RS03715		gene-I6G83_RS03715	GO:0022857,GO:0016020	transmembrane transporter activity|0022857||IEA		TRAP transporter small permease	WP_054304746.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	806098	807390	.	+	.	gene-I6G83_RS03720	I6G83_RS03720			Gene			protein_coding	I6G83_RS03720	I6G83_03720																	
NZ_CP065640.1	Protein Homology	CDS	806098	807390	.	+	0	cds-WP_054304747.1	WP_054304747.1			CDS				I6G83_RS03720		gene-I6G83_RS03720	GO:0008643,GO:0022857,GO:0005886,GO:0031317	transmembrane transporter activity|0022857||IEA	carbohydrate transport|0008643||IEA	TRAP transporter large permease	WP_054304747.1		plasma membrane|0005886||IEA,tripartite ATP-independent periplasmic transporter complex|0031317||IEA									
NZ_CP065640.1	RefSeq	gene	807615	808814	.	+	.	gene-I6G83_RS03725	metC			Gene			protein_coding	I6G83_RS03725	I6G83_03725							metC										
NZ_CP065640.1	Protein Homology	CDS	807615	808814	.	+	0	cds-WP_054304759.1	WP_054304759.1			CDS				I6G83_RS03725		gene-I6G83_RS03725	GO:0006520,GO:0019346,GO:0004121,GO:0030170	cystathionine beta-lyase activity|0004121||IEA,pyridoxal phosphate binding|0030170||IEA	amino acid metabolic process|0006520||IEA,transsulfuration|0019346||IEA	cystathionine beta-lyase	WP_054304759.1	metC										
NZ_CP065640.1	RefSeq	gene	808955	809614	.	+	.	gene-I6G83_RS03730	I6G83_RS03730			Gene			protein_coding	I6G83_RS03730	I6G83_03730																	
NZ_CP065640.1	Protein Homology	CDS	808955	809614	.	+	0	cds-WP_015673990.1	WP_015673990.1			CDS				I6G83_RS03730		gene-I6G83_RS03730	GO:0055085		transmembrane transport|0055085||IEA	DedA family protein	WP_015673990.1											
NZ_CP065640.1	RefSeq	gene	809645	810550	.	-	.	gene-I6G83_RS03735	I6G83_RS03735			Gene			protein_coding	I6G83_RS03735	I6G83_03735																	
NZ_CP065640.1	Protein Homology	CDS	809645	810550	.	-	0	cds-WP_054304748.1	WP_054304748.1			CDS				I6G83_RS03735		gene-I6G83_RS03735	GO:0006355,GO:0003700,GO:0043565	DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA	regulation of DNA-templated transcription|0006355||IEA	AraC family transcriptional regulator	WP_054304748.1											
NZ_CP065640.1	RefSeq	gene	810857	811597	.	+	.	gene-I6G83_RS03740	I6G83_RS03740			Gene			protein_coding	I6G83_RS03740	I6G83_03740																	
NZ_CP065640.1	Protein Homology	CDS	810857	811597	.	+	0	cds-WP_054304749.1	WP_054304749.1			CDS				I6G83_RS03740		gene-I6G83_RS03740				NADPH-dependent oxidoreductase	WP_054304749.1											
NZ_CP065640.1	RefSeq	gene	811601	812764	.	+	.	gene-I6G83_RS03745	yqhD			Gene			protein_coding	I6G83_RS03745	I6G83_03745							yqhD										
NZ_CP065640.1	Protein Homology	CDS	811601	812764	.	+	0	cds-WP_054304750.1	WP_054304750.1			CDS				I6G83_RS03745		gene-I6G83_RS03745	GO:0046872,GO:1990362	metal ion binding|0046872||IEA,butanol dehydrogenase activity|1990362||IEA		alcohol dehydrogenase	WP_054304750.1	yqhD										
NZ_CP065640.1	RefSeq	gene	813154	813975	.	+	.	gene-I6G83_RS03750	dkgA			Gene			protein_coding	I6G83_RS03750	I6G83_03750							dkgA										
NZ_CP065640.1	Protein Homology	CDS	813154	813975	.	+	0	cds-WP_054304751.1	WP_054304751.1			CDS				I6G83_RS03750		gene-I6G83_RS03750	GO:0050580	2%2C5-didehydrogluconate reductase activity|0050580||IEA		2%2C5-didehydrogluconate reductase DkgA	WP_054304751.1	dkgA										
NZ_CP065640.1	RefSeq	gene	814116	814718	.	+	.	gene-I6G83_RS03755	I6G83_RS03755			Gene			protein_coding	I6G83_RS03755	I6G83_03755																	
NZ_CP065640.1	Protein Homology	CDS	814116	814718	.	+	0	cds-WP_054304752.1	WP_054304752.1			CDS				I6G83_RS03755		gene-I6G83_RS03755				transglycosylase SLT domain-containing protein	WP_054304752.1											
NZ_CP065640.1	RefSeq	gene	814780	816957	.	-	.	gene-I6G83_RS03760	I6G83_RS03760			Gene			protein_coding	I6G83_RS03760	I6G83_03760																	
NZ_CP065640.1	Protein Homology	CDS	814780	816957	.	-	0	cds-WP_054304753.1	WP_054304753.1			CDS				I6G83_RS03760		gene-I6G83_RS03760	GO:1904047	S-adenosyl-L-methionine binding|1904047||IEA		YgiQ family radical SAM protein	WP_054304753.1											
NZ_CP065640.1	RefSeq	gene	817052	817786	.	-	.	gene-I6G83_RS03765	I6G83_RS03765			Gene			protein_coding	I6G83_RS03765	I6G83_03765																	
NZ_CP065640.1	Protein Homology	CDS	817052	817786	.	-	0	cds-WP_054304754.1	WP_054304754.1			CDS				I6G83_RS03765		gene-I6G83_RS03765	GO:0003677,GO:0003700	DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA		GntR family transcriptional regulator	WP_054304754.1											
NZ_CP065640.1	RefSeq	gene	817997	819013	.	+	.	gene-I6G83_RS03770	I6G83_RS03770			Gene			protein_coding	I6G83_RS03770	I6G83_03770																	
NZ_CP065640.1	Protein Homology	CDS	817997	819013	.	+	0	cds-WP_054304755.1	WP_054304755.1			CDS				I6G83_RS03770		gene-I6G83_RS03770				ADP-ribosylglycohydrolase family protein	WP_054304755.1											
NZ_CP065640.1	RefSeq	gene	819023	820420	.	+	.	gene-I6G83_RS03775	I6G83_RS03775			Gene			protein_coding	I6G83_RS03775	I6G83_03775																	
NZ_CP065640.1	Protein Homology	CDS	819023	820420	.	+	0	cds-WP_054304756.1	WP_054304756.1			CDS				I6G83_RS03775		gene-I6G83_RS03775	GO:0055085,GO:0022857,GO:0016020	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA	cytosine permease	WP_054304756.1		membrane|0016020||IEA									
NZ_CP065640.1	RefSeq	gene	820421	821353	.	+	.	gene-I6G83_RS03780	I6G83_RS03780			Gene			protein_coding	I6G83_RS03780	I6G83_03780																	
NZ_CP065640.1	Protein Homology	CDS	820421	821353	.	+	0	cds-WP_054304757.1	WP_054304757.1			CDS				I6G83_RS03780		gene-I6G83_RS03780				PfkB family carbohydrate kinase	WP_054304757.1											
NZ_CP065640.1	RefSeq	gene	821868	823283	.	-	.	gene-I6G83_RS03785	ftsP			Gene			protein_coding	I6G83_RS03785	I6G83_03785							ftsP										
NZ_CP065640.1	Protein Homology	CDS	821868	823283	.	-	0	cds-WP_054307923.1	WP_054307923.1			CDS				I6G83_RS03785		gene-I6G83_RS03785	GO:0043093,GO:0016491	oxidoreductase activity|0016491||IEA	FtsZ-dependent cytokinesis|0043093||IEA	cell division protein FtsP	WP_054307923.1	ftsP										
NZ_CP065640.1	RefSeq	gene	823416	824150	.	-	.	gene-I6G83_RS03790	I6G83_RS03790			Gene			protein_coding	I6G83_RS03790	I6G83_03790																	
NZ_CP065640.1	Protein Homology	CDS	823416	824150	.	-	0	cds-WP_054307922.1	WP_054307922.1			CDS				I6G83_RS03790		gene-I6G83_RS03790				1-acylglycerol-3-phosphate O-acyltransferase	WP_054307922.1											
NZ_CP065640.1	RefSeq	gene	824390	826663	.	-	.	gene-I6G83_RS03795	parC			Gene			protein_coding	I6G83_RS03795	I6G83_03795							parC										
NZ_CP065640.1	Protein Homology	CDS	824390	826663	.	-	0	cds-WP_061322183.1	WP_061322183.1			CDS				I6G83_RS03795		gene-I6G83_RS03795	GO:0006265,GO:0003918,GO:0009340	DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA	DNA topological change|0006265||IEA	DNA topoisomerase IV subunit A	WP_061322183.1	parC	DNA topoisomerase IV complex|0009340||IEA									
NZ_CP065640.1	RefSeq	gene	827012	827593	.	+	.	gene-I6G83_RS03800	I6G83_RS03800			Gene			protein_coding	I6G83_RS03800	I6G83_03800																	
NZ_CP065640.1	Protein Homology	CDS	827012	827593	.	+	0	cds-WP_054306284.1	WP_054306284.1			CDS				I6G83_RS03800		gene-I6G83_RS03800	GO:0008753,GO:0009055,GO:0010181	NADPH dehydrogenase (quinone) activity|0008753||IEA,electron transfer activity|0009055||IEA,FMN binding|0010181||IEA		NAD(P)H-dependent oxidoreductase	WP_054306284.1											
